t,plant,axis,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,teq_since_primordium
2150,1,MS,True,0.00657507,7.46666667,0.00091844,1,2136.25764819,2136.25764819,0.77251457,11,0.00000000,reproductive,470.61695996,2840522.11170977
2151,1,MS,True,0.00659791,7.63333333,0.00063349,1,2183.94197050,2183.94197050,0.77439907,11,0.00000000,reproductive,470.92028523,2842706.05368027
2152,1,MS,True,0.00662133,7.86666667,0.00043764,1,2250.70002219,2250.70002219,0.77634189,11,0.00000000,reproductive,471.23288246,2844956.75370246
2153,1,MS,True,0.00664554,8.14545454,0.00063434,1,2330.46288870,2330.46288870,0.77835439,11,0.00000000,reproductive,471.55655786,2847287.21659116
2154,1,MS,True,0.00667067,8.47272727,0.00052269,1,2424.09755855,2424.09755855,0.78051257,11,0.00000000,reproductive,471.89323808,2849711.31414970
2155,1,MS,True,0.00669690,8.79090909,0.00118354,1,2515.13126509,2515.13126509,0.78253559,11,0.00000000,reproductive,472.24256186,2852226.44541479
2156,1,MS,True,0.00672766,9.14545454,0.00656288,1,2617.85760878,2617.85760878,0.78456998,11,0.00000000,reproductive,472.60615320,2854844.30302357
2157,1,MS,True,0.00675979,9.47575758,0.01090368,1,2717.69503004,2717.69503004,0.78668564,11,0.00000000,reproductive,472.98361084,2857561.99805361
2158,1,MS,True,0.00679330,9.66666667,0.01980326,1,2776.95215724,2776.95215724,0.78884781,11,0.00000000,reproductive,473.36929864,2860338.95021085
2159,1,MS,True,0.00682768,9.73333333,0.02729702,1,2797.91729340,2797.91729340,0.79102983,11,0.00000000,reproductive,473.75789826,2863136.86750425
2160,1,MS,True,0.00686247,9.71818182,0.03149116,1,2793.14004004,2793.14004004,0.79321547,11,0.00000000,reproductive,474.14583438,2865930.00754429
2161,1,MS,True,0.00689735,9.65151515,0.03239569,1,2772.20709243,2772.20709243,0.79539422,11,0.00000000,reproductive,474.53086314,2868702.21463671
2162,1,MS,True,0.00693211,9.52424242,0.03024561,1,2732.63560568,2732.63560568,0.79755056,11,0.00000000,reproductive,474.91039587,2871434.85024239
2163,1,MS,True,0.00696653,9.34545455,0.02204115,1,2677.90637039,2677.90637039,0.79967192,11,0.00000000,reproductive,475.28232731,2874112.75661277
2164,1,MS,True,0.00700040,9.14545454,0.01899706,1,2617.85760878,2617.85760878,0.80175387,11,0.00000000,reproductive,475.64591864,2876730.61422155
2165,1,MS,True,0.00703365,8.93939394,0.01031538,1,2557.61366136,2557.61366136,0.80379553,11,0.00000000,reproductive,476.00114276,2879288.22788292
2166,1,MS,True,0.00706626,8.67575758,0.00361226,1,2482.18573322,2482.18573322,0.80578091,11,0.00000000,reproductive,476.34589078,2881770.41361614
2167,1,MS,True,0.00709803,8.43636364,0.00156225,1,2413.69370618,2413.69370618,0.80766058,11,0.00000000,reproductive,476.68112602,2884184.10732232
2168,1,MS,True,0.00712904,8.25151515,0.00182123,1,2360.80745783,2360.80745783,0.80956047,11,0.00000000,reproductive,477.00901594,2886544.91478015
2169,1,MS,True,0.00715948,8.10606061,0.00160715,1,2319.19204895,2319.19204895,0.81143192,11,0.00000000,reproductive,477.33112595,2888864.10682909
2170,1,MS,True,0.00718950,7.95454545,0.00144710,1,2275.84266500,2275.84266500,0.81327136,11,0.00000000,reproductive,477.64721521,2891139.94949409
2171,1,MS,True,0.00721905,7.79696970,0.00134169,1,2230.75930542,2230.75930542,0.81507716,11,0.00000000,reproductive,477.95704289,2893370.70879952
2172,1,MS,True,0.00724813,7.69393939,0.00136036,1,2201.28172425,2201.28172425,0.81686422,11,0.00000000,reproductive,478.26277646,2895571.99052376
2173,1,MS,True,0.00727691,7.73333333,0.00085287,1,2212.55256400,2212.55256400,0.81866899,11,0.00000000,reproductive,478.57007543,2897784.54308776
2174,1,MS,True,0.00730594,7.76969697,0.00065976,1,2222.95641636,2222.95641636,0.82048509,11,0.00000000,reproductive,478.87881938,2900007.49950413
2175,1,MS,True,0.00733520,7.83030303,0.00054810,1,2240.29616983,2240.29616983,0.82231927,11,0.00000000,reproductive,479.18997162,2902247.79567395
2176,1,MS,True,0.00736480,7.97272727,0.00041140,1,2281.04459104,2281.04459104,0.82419297,11,0.00000000,reproductive,479.50678337,2904528.84026499
2177,1,MS,True,0.00739503,8.21818182,0.00040943,1,2351.27059314,2351.27059314,0.82613131,11,0.00000000,reproductive,479.83334873,2906880.11085813
2178,1,MS,True,0.00742631,8.53636364,0.00030261,1,2442.30429968,2442.30429968,0.82815044,11,0.00000000,reproductive,480.17255766,2909322.41515781
2179,1,MS,True,0.00745891,8.83030303,0.00079569,1,2526.40210484,2526.40210484,0.83024128,11,0.00000000,reproductive,480.52344684,2911848.81726265
2180,1,MS,True,0.00749277,9.13636364,0.00577812,1,2615.15726557,2615.15726557,0.83240994,11,0.00000000,reproductive,480.88666313,2914463.97452822
2181,1,MS,True,0.00752795,9.39090909,0.00695931,1,2691.72606535,2691.72606535,0.83464572,11,0.00000000,reproductive,481.26051397,2917155.70059357
2182,1,MS,True,0.00756430,9.49696970,0.00514059,1,2724.22245315,2724.22245315,0.83690932,11,0.00000000,reproductive,481.63887820,2919879.92304672
2183,1,MS,True,0.00760124,9.53030303,0.01123008,1,2734.50837004,2734.50837004,0.83918541,11,0.00000000,reproductive,482.01867103,2922614.43141676
2184,1,MS,True,0.00763848,9.48787879,0.01759019,1,2721.42325848,2721.42325848,0.84145546,11,0.00000000,reproductive,482.39664648,2925335.85467524
2185,1,MS,True,0.00767569,9.37878788,0.02661057,1,2688.03453660,2688.03453660,0.84370373,11,0.00000000,reproductive,482.76998461,2928023.88921184
2186,1,MS,True,0.00771259,9.20303030,0.01964543,1,2635.01841168,2635.01841168,0.84591468,11,0.00000000,reproductive,483.13595939,2930658.90762352
2187,1,MS,True,0.00774891,8.97272727,0.01603861,1,2567.15052605,2567.15052605,0.84807514,11,0.00000000,reproductive,483.49250808,2933226.05814957
2188,1,MS,True,0.00778444,8.69393939,0.00545144,1,2487.38765926,2487.38765926,0.85017427,11,0.00000000,reproductive,483.83797858,2935713.44580883
2189,1,MS,True,0.00781899,8.40606061,0.00141606,1,2405.02382945,2405.02382945,0.85220884,11,0.00000000,reproductive,484.17200967,2938118.46963828
2190,1,MS,True,0.00785252,8.13030303,0.00061422,1,2326.12795033,2326.12795033,0.85418098,11,0.00000000,reproductive,484.49508300,2940444.59758861
2191,1,MS,True,0.00788506,7.88484849,0.00059989,1,2255.90194823,2255.90194823,0.85609796,11,0.00000000,reproductive,484.80840271,2942700.49953684
2192,1,MS,True,0.00791673,7.68484848,0.00051896,1,2198.68076123,2198.68076123,0.85797093,11,0.00000000,reproductive,485.11377504,2944899.18029807
2193,1,MS,True,0.00794770,7.52727273,0.00099359,1,2153.59740165,2153.59740165,0.85980986,11,0.00000000,reproductive,485.41288579,2947052.77769972
2194,1,MS,True,0.00797814,7.37272727,0.00086223,1,2109.38103003,2109.38103003,0.86161388,11,0.00000000,reproductive,485.70585538,2949162.15872975
2195,1,MS,True,0.00800804,7.19696970,0.00070349,1,2059.09574441,2059.09574441,0.86337672,11,0.00000000,reproductive,485.99184090,2951221.25447417
2196,1,MS,True,0.00803732,7.06969697,0.00069479,1,2022.68226185,2022.68226185,0.86511257,11,0.00000000,reproductive,486.27276899,2953243.93673602
2197,1,MS,True,0.00806617,7.02727273,0.00068180,1,2010.54443414,2010.54443414,0.86684338,11,0.00000000,reproductive,486.55201127,2955254.48117017
2198,1,MS,True,0.00809493,7.02424242,0.00071080,1,2009.67744647,2009.67744647,0.86857721,11,0.00000000,reproductive,486.83113314,2957264.15861664
2199,1,MS,True,0.00812377,7.13939394,0.00073335,1,2042.62297834,2042.62297834,0.87034592,11,0.00000000,reproductive,487.11483078,2959306.78159498
2200,1,MS,True,0.00815317,7.28181818,0.00055964,1,2083.37139955,2083.37139955,0.87215323,11,0.00000000,reproductive,487.40418792,2961390.15299453
2201,1,MS,True,0.00818324,7.42727273,0.00060909,1,2124.98680815,2124.98680815,0.87399922,11,0.00000000,reproductive,487.69932497,2963515.13980268
2202,1,MS,True,0.00821401,7.62121212,0.00045848,1,2180.47401981,2180.47401981,0.87589753,11,0.00000000,reproductive,488.00216859,2965695.61382248
2203,1,MS,True,0.00824569,7.79393939,0.00102930,1,2229.89231775,2229.89231775,0.87784078,11,0.00000000,reproductive,488.31187585,2967925.50614023
2204,1,MS,True,0.00827819,8.03333333,0.00431670,1,2298.38434450,2298.38434450,0.87984901,11,0.00000000,reproductive,488.63109590,2970223.89048473
2205,1,MS,True,0.00831179,8.23636364,0.01278497,1,2356.47251918,2356.47251918,0.88191096,11,0.00000000,reproductive,488.95838375,2972580.36300391
2206,1,MS,True,0.00834637,8.30000000,0.01940148,1,2374.67926060,2374.67926060,0.88399067,11,0.00000000,reproductive,489.28820031,2974955.04226451
2207,1,MS,True,0.00838133,8.31212121,0.02199624,1,2378.14721129,2378.14721129,0.88607971,11,0.00000000,reproductive,489.61849854,2977333.18947581
2208,1,MS,True,0.00841647,8.26363636,0.01976901,1,2364.27540852,2364.27540852,0.88816308,11,0.00000000,reproductive,489.94687012,2979697.46488433
2209,1,MS,True,0.00845152,8.15757576,0.02561605,1,2333.93083968,2333.93083968,0.89022597,11,0.00000000,reproductive,490.27102718,2982031.39572401
2210,1,MS,True,0.00848624,7.98181818,0.01754561,1,2283.64555406,2283.64555406,0.89225040,11,0.00000000,reproductive,490.58820018,2984315.04127806
2211,1,MS,True,0.00852033,7.74242424,0.02064462,1,2215.15352702,2215.15352702,0.89428784,11,0.00000000,reproductive,490.89586039,2986530.19480508
2212,1,MS,True,0.00855351,7.45151515,0.01255718,1,2131.92270982,2131.92270982,0.89618725,11,0.00000000,reproductive,491.19196077,2988662.11751490
2213,1,MS,True,0.00858554,7.14545454,0.01095967,1,2044.35695368,2044.35695368,0.89801334,11,0.00000000,reproductive,491.47589923,2990706.47446859
2214,1,MS,True,0.00861634,6.86969697,0.00320655,1,1965.46107485,1965.46107485,0.89977422,11,0.00000000,reproductive,491.74887994,2992671.93554344
2215,1,MS,True,0.00864605,6.60303030,0.00157023,1,1889.16615875,1889.16615875,0.90147014,11,0.00000000,reproductive,492.01126413,2994561.10170220
2216,1,MS,True,0.00867468,6.39696970,0.00153499,1,1830.21099641,1830.21099641,0.90311743,11,0.00000000,reproductive,492.26546010,2996391.31269860
2217,1,MS,True,0.00870250,6.18787879,0.00146626,1,1770.38884638,1770.38884638,0.90471298,11,0.00000000,reproductive,492.51134744,2998161.70154498
2218,1,MS,True,0.00872947,5.99393939,0.00123228,1,1714.90163473,1714.90163473,0.90626088,11,0.00000000,reproductive,492.74952822,2999876.60317971
2219,1,MS,True,0.00875567,5.79696970,0.00078598,1,1658.54743540,1658.54743540,0.90775958,11,0.00000000,reproductive,492.97988203,3001535.15061511
2220,1,MS,True,0.00878107,5.65151515,0.00049733,1,1616.93202680,1616.93202680,0.90922385,11,0.00000000,reproductive,493.20445592,3003152.08264191
2221,1,MS,True,0.00880589,5.65454546,0.00049165,1,1617.79901447,1617.79901447,0.91069489,11,0.00000000,reproductive,493.42915023,3004769.88165638
2222,1,MS,True,0.00883078,5.67272727,0.00040059,1,1623.00094051,1623.00094051,0.91217278,11,0.00000000,reproductive,493.65456703,3006392.88259689
2223,1,MS,True,0.00885581,5.78484849,0.00032350,1,1655.07948470,1655.07948470,0.91368425,11,0.00000000,reproductive,493.88443918,3008047.96208159
2224,1,MS,True,0.00888139,5.93636364,0.00028209,1,1698.42886865,1698.42886865,0.91523811,11,0.00000000,reproductive,494.12033208,3009746.39095025
2225,1,MS,True,0.00890771,6.10000000,0.00024616,1,1745.24620357,1745.24620357,0.91683689,11,0.00000000,reproductive,494.36272738,3011491.63715382
2226,1,MS,True,0.00893482,6.29393939,0.00020445,1,1800.73341523,1800.73341523,0.91848915,11,0.00000000,reproductive,494.61282925,3013292.37056905
2227,1,MS,True,0.00896286,6.49090909,0.00057343,1,1857.08761456,1857.08761456,0.92019514,11,0.00000000,reproductive,494.87075808,3015149.45818361
2228,1,MS,True,0.00899186,6.71515151,0.00514409,1,1921.24470295,1921.24470295,0.92196303,11,0.00000000,reproductive,495.13759762,3017070.70288656
2229,1,MS,True,0.00902194,6.91818182,0.00956396,1,1979.33287762,1979.33287762,0.92378699,11,0.00000000,reproductive,495.41250497,3019050.03576418
2230,1,MS,True,0.00905302,7.04545455,0.01837251,1,2015.74636018,2015.74636018,0.92564683,11,0.00000000,reproductive,495.69246974,3021065.78212437
2231,1,MS,True,0.00908475,7.11212121,0.02930710,1,2034.82008928,2034.82008928,0.92752844,11,0.00000000,reproductive,495.97508364,3023100.60221364
2232,1,MS,True,0.00911689,7.10909091,0.01117396,1,2033.95310161,2033.95310161,0.92941427,11,0.00000000,reproductive,496.25757713,3025134.55531525
2233,1,MS,True,0.00914910,7.08484849,0.01473357,1,2027.01720022,2027.01720022,0.93129869,11,0.00000000,reproductive,496.53910729,3027161.57251547
2234,1,MS,True,0.00918129,7.04242424,0.01713293,1,2014.87937251,2014.87937251,0.93317666,11,0.00000000,reproductive,496.81895165,3029176.45188798
2235,1,MS,True,0.00921338,6.95454545,0.01401413,1,1989.73672999,1989.73672999,0.93503532,11,0.00000000,reproductive,497.09530397,3031166.18861797
2236,1,MS,True,0.00924517,6.88484849,0.01050119,1,1969.79601322,1969.79601322,0.93688079,11,0.00000000,reproductive,497.36888675,3033135.98463119
2237,1,MS,True,0.00927672,6.78484849,0.00707352,1,1941.18541972,1941.18541972,0.93870310,11,0.00000000,reproductive,497.63849584,3035077.17005091
2238,1,MS,True,0.00930790,6.68181818,0.00350616,1,1911.70783854,1911.70783854,0.94050150,11,0.00000000,reproductive,497.90401082,3036988.87788945
2239,1,MS,True,0.00933870,6.60606061,0.00200952,1,1890.03314643,1890.03314643,0.94228330,11,0.00000000,reproductive,498.16651542,3038878.91103588
2240,1,MS,True,0.00936922,6.52424242,0.00180987,1,1866.62447896,1866.62447896,0.94404558,11,0.00000000,reproductive,498.42576882,3040745.53551484
2241,1,MS,True,0.00939945,6.48787879,0.00148946,1,1856.22062689,1856.22062689,0.94580161,11,0.00000000,reproductive,498.68357724,3042601.75614173
2242,1,MS,True,0.00942959,6.40606061,0.00121348,1,1832.81195942,1832.81195942,0.94753683,11,0.00000000,reproductive,498.93813446,3044434.56810115
2243,1,MS,True,0.00945943,6.36060606,0.00115568,1,1819.80714433,1819.80714433,0.94926290,11,0.00000000,reproductive,499.19088545,3046254.37524548
2244,1,MS,True,0.00948913,6.35454546,0.00112031,1,1818.07316898,1818.07316898,0.95099048,11,0.00000000,reproductive,499.44339561,3048072.44841446
2245,1,MS,True,0.00951888,6.41212121,0.00098259,1,1834.54593477,1834.54593477,0.95273739,11,0.00000000,reproductive,499.69819366,3049906.99434923
2246,1,MS,True,0.00954897,6.50000000,0.00094229,1,1859.68857758,1859.68857758,0.95451116,11,0.00000000,reproductive,499.95648374,3051766.68292681
2247,1,MS,True,0.00957956,6.60606061,0.00069113,1,1890.03314643,1890.03314643,0.95631656,11,0.00000000,reproductive,500.21898834,3053656.71607324
2248,1,MS,True,0.00961073,6.74242424,0.00054766,1,1929.04759201,1929.04759201,0.95811889,11,0.00000000,reproductive,500.48691162,3055585.76366524
2249,1,MS,True,0.00964263,6.89696970,0.00046818,1,1973.26396391,1973.26396391,0.96000812,11,0.00000000,reproductive,500.76097606,3057559.02762915
2250,1,MS,True,0.00967535,7.02727273,0.00055325,1,2010.54443414,2010.54443414,0.96193493,11,0.00000000,reproductive,501.04021834,3059569.57206330
2251,1,MS,True,0.00970878,7.16666667,0.00117320,1,2050.42586768,2050.42586768,0.96390257,11,0.00000000,reproductive,501.32499971,3061619.99793098
2252,1,MS,True,0.00974297,7.33636364,0.00233517,1,2098.97717767,2098.97717767,0.96592017,11,0.00000000,reproductive,501.61652432,3063718.97510865
2253,1,MS,True,0.00977807,7.49696970,0.00467681,1,2144.92752492,2144.92752492,0.96798478,11,0.00000000,reproductive,501.91443092,3065863.90263357
2254,1,MS,True,0.00981404,7.57272727,0.00571076,1,2166.60221703,2166.60221703,0.97007233,11,0.00000000,reproductive,502.21534790,3068030.50485060
2255,1,MS,True,0.00985049,7.61818182,0.00646843,1,2179.60703213,2179.60703213,0.97224760,11,0.00000000,reproductive,502.51807109,3070210.11188273
2256,1,MS,True,0.00988726,7.55454546,0.00622850,1,2161.40029100,2161.40029100,0.97426457,11,0.00000000,reproductive,502.81826558,3072371.51217373
2257,1,MS,True,0.00992386,7.48181818,0.00262470,1,2140.59258655,2140.59258655,0.97633741,11,0.00000000,reproductive,503.11557011,3074512.10476028
2258,1,MS,True,0.00996023,7.40303030,0.00202694,1,2118.05090676,2118.05090676,0.97839223,11,0.00000000,reproductive,503.40974384,3076630.15566705
2259,1,MS,True,0.00999633,7.29696970,0.00173325,1,2087.70633792,2087.70633792,0.98042079,11,0.00000000,reproductive,503.69970306,3078717.86200496
2260,1,MS,True,0.01003205,7.19696970,0.00162289,1,2059.09574441,2059.09574441,0.98242512,11,0.00000000,reproductive,503.98568858,3080776.95774938
2261,1,MS,True,0.01006739,7.09090909,0.00162432,1,2028.75117557,2028.75117557,0.98440313,11,0.00000000,reproductive,504.26745957,3082805.70892494
2262,1,MS,True,0.01010232,6.96363636,0.00204325,1,1992.33769301,1992.33769301,0.98634839,11,0.00000000,reproductive,504.54417314,3084798.04661795
2263,1,MS,True,0.01013674,6.83333333,0.00049964,1,1955.05722249,1955.05722249,0.98826026,11,0.00000000,reproductive,504.81570887,3086753.10384044
2264,1,MS,True,0.01017062,6.69393939,0.00093328,1,1915.17578924,1915.17578924,0.99013546,11,0.00000000,reproductive,505.08170550,3088668.27962968
2265,1,MS,True,0.01020391,6.59090909,0.00092206,1,1885.69820806,1885.69820806,0.99198452,11,0.00000000,reproductive,505.34360803,3090553.97783774
2266,1,MS,True,0.01023679,6.50909091,0.00056937,1,1862.28954060,1862.28954060,0.99381293,11,0.00000000,reproductive,505.60225936,3092416.26737834
2267,1,MS,True,0.01026936,6.44545454,0.00070805,1,1844.08279918,1844.08279918,0.99562563,11,0.00000000,reproductive,505.85838197,3094260.35017751
2268,1,MS,True,0.01030171,6.39696970,0.00074444,1,1830.21099641,1830.21099641,0.99742666,11,0.00000000,reproductive,506.11257794,3096090.56117392
2269,1,MS,True,0.01033391,6.38181818,0.00094237,1,1825.87605804,1825.87605804,0.99922559,11,0.00000000,reproductive,506.36617184,3097916.43723196
2270,1,MS,True,0.01036612,6.38484849,0.00080513,1,1826.74304571,1826.74304571,1.00102727,11,0.00000000,reproductive,506.61988615,3099743.18027767
2271,1,MS,True,0.01039845,6.40909091,0.00070245,1,1833.67894710,1833.67894710,1.00283773,11,0.00000000,reproductive,506.87456378,3101576.85922477
2272,1,MS,True,0.01043099,6.41212121,0.00062857,1,1834.54593477,1834.54593477,1.00465044,11,0.00000000,reproductive,507.12936183,3103411.40515954
2273,1,MS,True,0.01046364,6.49090909,0.00063840,1,1857.08761456,1857.08761456,1.00648790,11,0.00000000,reproductive,507.38729066,3105268.49277410
2274,1,MS,True,0.01049679,6.59393939,0.00064824,1,1886.56519573,1886.56519573,1.00835637,11,0.00000000,reproductive,507.64931361,3107155.05796983
2275,1,MS,True,0.01053057,6.71212121,0.00071149,1,1920.37771527,1920.37771527,1.01026003,11,0.00000000,reproductive,507.91603273,3109075.43568511
2276,1,MS,True,0.01056505,6.79393939,0.00376748,1,1943.78638274,1943.78638274,1.01226233,11,0.00000000,reproductive,508.18600306,3111019.22206784
2277,1,MS,True,0.01060006,6.83030303,0.00629654,1,1954.19023482,1954.19023482,1.01420157,11,0.00000000,reproductive,508.45741838,3112973.41230266
2278,1,MS,True,0.01063537,6.85151515,0.00707505,1,1960.25914881,1960.25914881,1.01615020,11,0.00000000,reproductive,508.72967659,3114933.67145147
2279,1,MS,True,0.01067090,6.82424242,0.00970226,1,1952.45625947,1952.45625947,1.01809479,11,0.00000000,reproductive,509.00085107,3116886.12771094
2280,1,MS,True,0.01070639,6.74242424,0.01418564,1,1929.04759201,1929.04759201,1.02002037,11,0.00000000,reproductive,509.26877435,3118815.17530295
2281,1,MS,True,0.01074157,6.63030303,0.02089761,1,1896.96904781,1896.96904781,1.02191917,11,0.00000000,reproductive,509.53224227,3120712.14435076
2282,1,MS,True,0.01077627,6.51212121,0.02248520,1,1863.15652827,1863.15652827,1.02379017,11,0.00000000,reproductive,509.79101401,3122575.30087903
2283,1,MS,True,0.01081045,6.43636364,0.01322367,1,1841.48183616,1841.48183616,1.02564585,11,0.00000000,reproductive,510.04677538,3124416.78271519
2284,1,MS,True,0.01084433,6.36666667,0.00874612,1,1821.54111967,1821.54111967,1.02748642,11,0.00000000,reproductive,510.29976720,3126238.32383486
2285,1,MS,True,0.01087794,6.31515152,0.00750855,1,1806.80232894,1806.80232894,1.02931618,11,0.00000000,reproductive,510.55071197,3128045.12616380
2286,1,MS,True,0.01091137,6.25757576,0.00327019,1,1790.32956315,1790.32956315,1.03113256,11,0.00000000,reproductive,510.79936885,3129835.45572696
2287,1,MS,True,0.01094460,6.19393939,0.00178798,1,1772.12282173,1772.12282173,1.03293283,11,0.00000000,reproductive,511.04549702,3131607.57854869
2288,1,MS,True,0.01097757,6.13939394,0.00140318,1,1756.51704333,1756.51704333,1.03471905,11,0.00000000,reproductive,511.28945772,3133364.09559201
2289,1,MS,True,0.01101035,6.11818182,0.00129920,1,1750.44812961,1750.44812961,1.03650077,11,0.00000000,reproductive,511.53257552,3135114.54372163
2290,1,MS,True,0.01104310,6.08484849,0.00121320,1,1740.91126521,1740.91126521,1.03827406,11,0.00000000,reproductive,511.77436875,3136855.45498683
2291,1,MS,True,0.01107576,6.06969697,0.00108427,1,1736.57632684,1736.57632684,1.04004155,11,0.00000000,reproductive,512.01555990,3138592.03131368
2292,1,MS,True,0.01110843,6.08484849,0.00097598,1,1740.91126521,1740.91126521,1.04181464,11,0.00000000,reproductive,512.25735314,3140332.94257889
2293,1,MS,True,0.01114128,6.10303030,0.00071036,1,1746.11319125,1746.11319125,1.04359398,11,0.00000000,reproductive,512.49986886,3142079.05577013
2294,1,MS,True,0.01117430,6.14848485,0.00063113,1,1759.11800635,1759.11800635,1.04538752,11,0.00000000,reproductive,512.74419080,3143838.17377648
2295,1,MS,True,0.01120767,6.23333333,0.00052673,1,1783.39366148,1783.39366148,1.04720668,11,0.00000000,reproductive,512.99188437,3145621.56743796
2296,1,MS,True,0.01124159,6.34545454,0.00037684,1,1815.47220567,1815.47220567,1.04905930,11,0.00000000,reproductive,513.24403328,3147437.03964364
2297,1,MS,True,0.01127621,6.46666667,0.00027523,1,1850.15171317,1850.15171317,1.05094789,11,0.00000000,reproductive,513.50099880,3149287.19135681
2298,1,MS,True,0.01131160,6.57878788,0.00022671,1,1882.23025737,1882.23025737,1.05286963,11,0.00000000,reproductive,513.76241967,3151169.42161418
2299,1,MS,True,0.01134771,6.72121212,0.00040539,1,1922.97867829,1922.97867829,1.05483328,11,0.00000000,reproductive,514.02950004,3153092.40029247
2300,1,MS,True,0.01138470,6.85757576,0.00085943,1,1961.99312416,1961.99312416,1.05683703,11,0.00000000,reproductive,514.30199909,3155054.39341663
2301,1,MS,True,0.01142256,6.98484848,0.00173260,1,1998.40660672,1998.40660672,1.05873734,11,0.00009142,reproductive,514.57955556,3157052.80002335
2302,1,MS,True,0.01146124,7.09090909,0.00430647,1,2028.75117557,2028.75117557,1.06071439,11,0.00018454,reproductive,514.86132656,3159081.55119892
2303,1,MS,True,0.01150063,7.17878788,0.00593104,1,2053.89381838,2053.89381838,1.06271636,11,0.00027907,reproductive,515.14658959,3161135.44501729
2304,1,MS,True,0.01154064,7.24545455,0.00385178,1,2072.96754719,2072.96754719,1.06473730,11,0.00037477,reproductive,515.43450175,3163208.41256448
2305,1,MS,True,0.01158114,7.33030303,0.00416972,1,2097.24320232,2097.24320232,1.06678155,11,0.00047137,reproductive,515.72578552,3165305.65576680
2306,1,MS,True,0.01162225,7.38181818,0.01033791,1,2111.98199305,2111.98199305,1.06883733,11,0.00056909,reproductive,516.01911636,3167417.63775985
2307,1,MS,True,0.01166378,7.39393939,0.00592450,1,2115.44994374,2115.44994374,1.07088932,11,0.00066750,reproductive,516.31292885,3169533.08770360
2308,1,MS,True,0.01170552,7.41515151,0.00401237,1,2121.51885746,2121.51885746,1.07290984,11,0.00076607,reproductive,516.60758424,3171654.60656105
2309,1,MS,True,0.01174751,7.43636364,0.00293640,1,2127.58777117,2127.58777117,1.07492572,11,0.00086492,reproductive,516.90308255,3173782.19433222
2310,1,MS,True,0.01178976,7.46363636,0.00176950,1,2135.39066051,2135.39066051,1.07695553,11,0.00096406,reproductive,517.19966458,3175917.58499274
2311,1,MS,True,0.01183230,7.49696970,0.00085938,1,2144.92752492,2144.92752492,1.07899726,11,0.00106356,reproductive,517.49757118,3178062.51251765
2312,1,MS,True,0.01187517,7.56363636,0.00086637,1,2164.00125401,2164.00125401,1.08105957,11,0.00116351,reproductive,517.79812691,3180226.51377167
2313,1,MS,True,0.01191857,7.66363636,0.00092198,1,2192.61184752,2192.61184752,1.08315132,11,0.00126434,reproductive,518.10265634,3182419.12561919
2314,1,MS,True,0.01196269,7.78484849,0.00083027,1,2227.29135473,2227.29135473,1.08527805,11,0.00136651,reproductive,518.41200236,3184646.41697391
2315,1,MS,True,0.01200765,7.90303030,0.00075739,1,2261.10387427,2261.10387427,1.08743867,11,0.00147029,reproductive,518.72604456,3186907.52084818
2316,1,MS,True,0.01205346,8.03636364,0.00076603,1,2299.25133218,2299.25133218,1.08963747,11,0.00157565,reproductive,519.04538503,3189206.77218036
2317,1,MS,True,0.01210019,8.22727273,0.00074706,1,2353.87155616,2353.87155616,1.09189067,11,0.00168279,reproductive,519.37231163,3191560.64373652
2318,1,MS,True,0.01214821,8.38181818,0.00056130,1,2398.08792806,2398.08792806,1.09418736,11,0.00179247,reproductive,519.70537940,3193958.73166458
2319,1,MS,True,0.01219731,8.58484849,0.00063257,1,2456.17610274,2456.17610274,1.09654176,11,0.00190421,reproductive,520.04651497,3196414.90776732
2320,1,MS,True,0.01224778,8.80303030,0.00068393,1,2518.59921578,2518.59921578,1.09902456,11,0.00201866,reproductive,520.39632041,3198933.50698310
2321,1,MS,True,0.01229972,9.04848485,0.00074253,1,2589.18356484,2589.18356484,1.10150764,11,0.00213601,reproductive,520.75592924,3201522.69054795
2322,1,MS,True,0.01235333,9.30303030,0.00079466,1,2665.06578992,2665.06578992,1.10406479,11,0.00225666,reproductive,521.12607727,3204187.75633787
2323,1,MS,True,0.01240873,9.57272727,0.00218567,1,2747.65011176,2747.65011176,1.10670247,11,0.00238084,reproductive,521.50769534,3206935.40644963
2324,1,MS,True,0.01246608,9.83030303,0.01264332,1,2828.66586730,2828.66586730,1.10941999,11,0.00250887,reproductive,521.90056560,3209764.07231693
2325,1,MS,True,0.01252536,10.07575758,0.01775330,1,2907.85689664,2907.85689664,1.11221974,11,0.00264067,reproductive,522.30443461,3212671.92921357
2326,1,MS,True,0.01258657,10.27272727,0.02598497,1,2972.83332922,2972.83332922,1.11509083,11,0.00277617,reproductive,522.71732813,3215644.76254279
2327,1,MS,True,0.01264942,10.38787879,0.03577898,1,3011.41676325,3011.41676325,1.11801108,11,0.00291469,reproductive,523.13558046,3218656.17930605
2328,1,MS,True,0.01271338,10.41515152,0.04376480,1,3020.62002656,3020.62002656,1.12095447,11,0.00305501,reproductive,523.55511102,3221676.79933260
2329,1,MS,True,0.01277781,10.41212121,0.04458015,1,3019.59620447,3019.59620447,1.12391303,11,0.00319576,reproductive,523.97449938,3224696.39553708
