t,plant,axis,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,teq_since_primordium
1577,1,MS,False,0.00000000,8.38787879,0.00019864,1,2399.82190341,2399.82190341,0.24383606,11,0.00000000,reproductive,313.41705122,1708682.76876002
1578,1,MS,False,0.00000000,8.37575758,0.00023445,1,2396.35395272,2396.35395272,0.24438340,11,0.00000000,reproductive,313.74987815,1711079.12271274
1579,1,MS,False,0.00000000,8.34545455,0.00023822,1,2387.68407570,2387.68407570,0.24501861,11,0.00000000,reproductive,314.08150094,1713466.80678844
1580,1,MS,False,0.00000000,8.30303030,0.00055754,1,2375.54624827,2375.54624827,0.24565778,11,0.00000000,reproductive,314.41143792,1715842.35303672
1581,1,MS,False,0.00000000,8.27272727,0.00068666,1,2366.87637154,2366.87637154,0.24628034,11,0.00000000,reproductive,314.74017075,1718209.22940826
1582,1,MS,False,0.00000000,8.23333333,0.00088305,1,2355.60553151,2355.60553151,0.24690081,11,0.00000000,reproductive,315.06733819,1720564.83493976
1583,1,MS,False,0.00000000,8.18181818,0.00120642,1,2340.86674106,2340.86674106,0.24751857,11,0.00000000,reproductive,315.39245857,1722905.70168083
1584,1,MS,False,0.00000000,8.14545454,0.00101381,1,2330.46288870,2330.46288870,0.24813513,11,0.00000000,reproductive,315.71613397,1725236.16456952
1585,1,MS,False,0.00000000,8.11212121,0.00074425,1,2320.92602429,2320.92602429,0.24875090,11,0.00000000,reproductive,316.03848480,1727557.09059381
1586,1,MS,False,0.00000000,8.05454545,0.00063694,1,2304.45325850,2304.45325850,0.24936403,11,0.00000000,reproductive,316.35854776,1729861.54385232
1587,1,MS,False,0.00000000,7.97272727,0.00031345,1,2281.04459104,2281.04459104,0.24997265,11,0.00000000,reproductive,316.67535951,1732142.58844335
1588,1,MS,False,0.00000000,7.88484849,0.00020288,1,2255.90194823,2255.90194823,0.25057610,11,0.00000000,reproductive,316.98867922,1734398.49039159
1589,1,MS,False,0.00000000,7.76363636,0.00013087,1,2221.22244102,2221.22244102,0.25117161,11,0.00000000,reproductive,317.29718234,1736619.71283260
1590,1,MS,False,0.00000000,7.65757576,0.00005506,1,2190.87787217,2190.87787217,0.25176004,11,0.00000000,reproductive,317.60147093,1738810.59070477
1591,1,MS,False,0.00000000,7.53636364,0.00016885,1,2156.19836467,2156.19836467,0.25233989,11,0.00000000,reproductive,317.90094293,1740966.78906944
1592,1,MS,False,0.00000000,7.39696970,0.00020535,1,2116.31693142,2116.31693142,0.25290952,11,0.00000000,reproductive,318.19487583,1743083.10600086
1593,1,MS,False,0.00000000,7.30606061,0.00026738,1,2090.30730094,2090.30730094,0.25347244,11,0.00000000,reproductive,318.48519629,1745173.41330179
1594,1,MS,False,0.00000000,7.16666667,0.00030639,1,2050.42586768,2050.42586768,0.25402475,11,0.00000000,reproductive,318.76997766,1747223.83916948
1595,1,MS,False,0.00000000,7.04848485,0.00031953,1,2016.61334786,2016.61334786,0.25456797,11,0.00000000,reproductive,319.05006285,1749240.45251733
1596,1,MS,False,0.00000000,6.96969697,0.00030747,1,1994.07166835,1994.07166835,0.25510502,11,0.00000000,reproductive,319.32701725,1751234.52418569
1597,1,MS,False,0.00000000,6.91515151,0.00028776,1,1978.46588995,1978.46588995,0.25563770,11,0.00000000,reproductive,319.60180418,1753212.99007564
1598,1,MS,False,0.00000000,6.89090909,0.00024855,1,1971.52998856,1971.52998856,0.25616824,11,0.00000000,reproductive,319.87562779,1755184.52006420
1599,1,MS,False,0.00000000,6.87575758,0.00018567,1,1967.19505020,1967.19505020,0.25669725,11,0.00000000,reproductive,320.14884932,1757151.71511440
1600,1,MS,False,0.00000000,6.87575758,0.00027526,1,1967.19505020,1967.19505020,0.25719050,11,0.00003532,reproductive,320.42207086,1759118.91016460
1601,1,MS,False,0.00000000,6.84545454,0.00021816,1,1958.52517318,1958.52517318,0.25766758,11,0.00007065,reproductive,320.69408824,1761077.43533778
1602,1,MS,False,0.00000000,6.84545454,0.00015428,1,1958.52517318,1958.52517318,0.25815741,11,0.00010582,reproductive,320.96610563,1763035.96051096
1603,1,MS,False,0.00000000,6.82424242,0.00031797,1,1952.45625947,1952.45625947,0.25864491,11,0.00014099,reproductive,321.23728011,1764988.41677043
1604,1,MS,False,0.00000000,6.73939394,0.00108322,1,1928.18060433,1928.18060433,0.25912528,11,0.00017605,reproductive,321.50508297,1766916.59737476
1605,1,MS,False,0.00000000,6.71515151,0.00197278,1,1921.24470295,1921.24470295,0.25960422,11,0.00021067,reproductive,321.77192251,1768837.84207771
1606,1,MS,False,0.00000000,6.67272727,0.00393898,1,1909.10687552,1909.10687552,0.26008060,11,0.00024517,reproductive,322.03707624,1770746.94895324
1607,1,MS,False,0.00000000,6.59393939,0.00424984,1,1886.56519573,1886.56519573,0.26055301,11,0.00027945,reproductive,322.29909919,1772633.51414897
1608,1,MS,False,0.00000000,6.49393939,0.00441244,1,1857.95460223,1857.95460223,0.26102088,11,0.00031333,reproductive,322.55714844,1774491.46875120
1609,1,MS,False,0.00000000,6.36363636,0.00499678,1,1820.67413200,1820.67413200,0.26148252,11,0.00034670,reproductive,322.81001984,1776312.14288320
1610,1,MS,False,0.00000000,6.20303030,0.00329418,1,1774.72378475,1774.72378475,0.26193634,11,0.00037939,reproductive,323.05650926,1778086.86666795
1611,1,MS,False,0.00000000,6.05151515,0.00126581,1,1731.37440080,1731.37440080,0.26238300,11,0.00041126,reproductive,323.29697793,1779818.24106876
1612,1,MS,False,0.00000000,5.90606061,0.00227171,1,1689.75899192,1689.75899192,0.26281189,11,0.00044235,reproductive,323.53166668,1781508.00006067
1613,1,MS,False,0.00000000,5.74848485,0.00191873,1,1644.67563234,1644.67563234,0.26324257,11,0.00047269,reproductive,323.76009385,1783152.67569301
1614,1,MS,False,0.00000000,5.59393939,0.00049025,1,1600.45926072,1600.45926072,0.26366428,11,0.00050222,reproductive,323.98237985,1784753.13495374
1615,1,MS,False,0.00000000,5.43939394,0.00046928,1,1556.24288882,1556.24288882,0.26407606,11,0.00053096,reproductive,324.19852470,1786309.37784255
1616,1,MS,False,0.00000000,5.25757576,0.00044242,1,1504.22362814,1504.22362814,0.26447506,11,0.00055891,reproductive,324.40744465,1787813.60147069
1617,1,MS,False,0.00000000,5.06969697,0.00044435,1,1450.47039183,1450.47039183,0.26486052,11,0.00058592,reproductive,324.60889887,1789264.07186252
1618,1,MS,False,0.00000000,4.86363636,0.00043393,1,1391.51522948,1391.51522948,0.26523070,11,0.00061197,reproductive,324.80216487,1790655.58709201
1619,1,MS,False,0.00000000,4.65757576,0.00037296,1,1332.56006713,1332.56006713,0.26558549,11,0.00063695,reproductive,324.98724266,1791988.14715914
1620,1,MS,False,0.00000000,4.47878788,0.00031776,1,1281.40779384,1281.40779384,0.26592696,11,0.00066088,reproductive,325.16521597,1793269.55495298
1621,1,MS,False,0.00000000,4.33636364,0.00031403,1,1240.65937263,1240.65937263,0.26625785,11,0.00068389,reproductive,325.33752977,1794510.21432561
1622,1,MS,False,0.00000000,4.25151515,0.00033574,1,1216.38371778,1216.38371778,0.26658258,11,0.00070617,reproductive,325.50647195,1795726.59804339
1623,1,MS,False,0.00000000,4.20909091,0.00024254,1,1204.24589007,1204.24589007,0.26690427,11,0.00072801,reproductive,325.67372832,1796930.84393347
1624,1,MS,False,0.00000000,4.21515151,0.00029336,1,1205.97986542,1205.97986542,0.26722661,11,0.00074964,reproductive,325.84122553,1798136.82379888
1625,1,MS,False,0.00000000,4.29393939,0.00026768,1,1228.52154521,1228.52154521,0.26755522,11,0.00077130,reproductive,326.01185352,1799365.34534409
1626,1,MS,False,0.00000000,4.37878788,0.00024370,1,1252.79720034,1252.79720034,0.26789020,11,0.00079336,reproductive,326.18585313,1800618.14254443
1627,1,MS,False,0.00000000,4.50000000,0.00025209,1,1287.47670756,1287.47670756,0.26823442,11,0.00081585,reproductive,326.36466934,1801905.61925199
1628,1,MS,False,0.00000000,4.60303030,0.00109785,1,1316.95428873,1316.95428873,0.26858616,11,0.00083897,reproductive,326.54757966,1803222.57354071
1629,1,MS,False,0.00000000,4.67272727,0.00289884,1,1336.89500550,1336.89500550,0.26894312,11,0.00086262,reproductive,326.73325952,1804559.46854621
1630,1,MS,False,0.00000000,4.67575758,0.00437456,1,1337.76199317,1337.76199317,0.26931501,11,0.00088663,reproductive,326.91905980,1805897.23053939
1631,1,MS,False,0.00000000,4.60909091,0.00539122,1,1318.68826408,1318.68826408,0.26966874,11,0.00091065,reproductive,327.10221094,1807215.91880346
1632,1,MS,False,0.00000000,4.50909091,0.00664725,1,1290.07767057,1290.07767057,0.27001697,11,0.00093433,reproductive,327.28138840,1808505.99647404
1633,1,MS,False,0.00000000,4.39090909,0.00789276,1,1256.26515103,1256.26515103,0.27035897,11,0.00095749,reproductive,327.45586967,1809762.26162507
1634,1,MS,False,0.00000000,4.31818182,0.00720089,1,1235.45744659,1235.45744659,0.27069895,11,0.00098005,reproductive,327.62746098,1810997.71907166
1635,1,MS,False,0.00000000,4.23030303,0.00515079,1,1210.31480378,1210.31480378,0.27103537,11,0.00100224,reproductive,327.79556026,1812208.03387545
1636,1,MS,False,0.00000000,4.16969697,0.00370123,1,1192.97505032,1192.97505032,0.27137014,11,0.00102397,reproductive,327.96125124,1813401.00892576
1637,1,MS,False,0.00000000,4.13333333,0.00121143,1,1182.57119796,1182.57119796,0.27170469,11,0.00104539,reproductive,328.12549724,1814583.58012372
1638,1,MS,False,0.00000000,4.02121212,0.00047437,1,1150.49265376,1150.49265376,0.27203154,11,0.00106663,reproductive,328.28528789,1815734.07277748
1639,1,MS,False,0.00000000,3.91818182,0.00035216,1,1121.01507259,1121.01507259,0.27235119,11,0.00108729,reproductive,328.44098442,1816855.08785007
1640,1,MS,False,0.00000000,3.81818182,0.00031256,1,1092.40447909,1092.40447909,0.27266348,11,0.00110742,reproductive,328.59270727,1817947.49232915
1641,1,MS,False,0.00000000,3.74242424,0.00036568,1,1070.72978697,1070.72978697,0.27297026,11,0.00112704,reproductive,328.74141974,1819018.22211612
1642,1,MS,False,0.00000000,3.70000000,0.00040344,1,1058.59195955,1058.59195955,0.27327417,11,0.00114626,reproductive,328.88844640,1820076.81407567
1643,1,MS,False,0.00000000,3.67878788,0.00036607,1,1052.52304583,1052.52304583,0.27357680,11,0.00116527,reproductive,329.03463016,1821129.33712150
1644,1,MS,False,0.00000000,3.66363636,0.00018494,1,1048.18810747,1048.18810747,0.27387849,11,0.00118417,reproductive,329.18021184,1822177.52522897
1645,1,MS,False,0.00000000,3.66666667,0.00012085,1,1049.05509514,1049.05509514,0.27418076,11,0.00120299,reproductive,329.32591393,1823226.58032411
1646,1,MS,False,0.00000000,3.70000000,0.00009543,1,1058.59195955,1058.59195955,0.27448611,11,0.00122183,reproductive,329.47294059,1824285.17228365
1647,1,MS,False,0.00000000,3.75151515,0.00008126,1,1073.33075028,1073.33075028,0.27479597,11,0.00124084,reproductive,329.62201431,1825358.50303393
1648,1,MS,False,0.00000000,3.82121212,0.00007276,1,1093.27146676,1093.27146676,0.27511183,11,0.00126012,reproductive,329.77385757,1826451.77450069
1649,1,MS,False,0.00000000,3.93333333,0.00006377,1,1125.35001095,1125.35001095,0.27543729,11,0.00127975,reproductive,329.93015618,1827577.12451164
1650,1,MS,False,0.00000000,4.07272727,0.00006520,1,1165.23144449,1165.23144449,0.27577453,11,0.00129996,reproductive,330.09199388,1828742.35595613
1651,1,MS,False,0.00000000,4.22424242,0.00005333,1,1208.58082844,1208.58082844,0.27612448,11,0.00132088,reproductive,330.25985233,1829950.93678457
1652,1,MS,False,0.00000000,4.40000000,0.00014573,1,1258.86611405,1258.86611405,0.27648917,11,0.00134258,reproductive,330.43469485,1831209.80289862
1653,1,MS,False,0.00000000,4.55454546,0.00031631,1,1303.08248596,1303.08248596,0.27686672,11,0.00136519,reproductive,330.61567853,1832512.88538458
1654,1,MS,False,0.00000000,4.65757576,0.00089408,1,1332.56006713,1332.56006713,0.27725284,11,0.00138859,reproductive,330.80075631,1833845.44545171
1655,1,MS,False,0.00000000,4.69696970,0.00141057,1,1343.83090688,1343.83090688,0.27764261,11,0.00141252,reproductive,330.98739949,1835189.27635860
1656,1,MS,False,0.00000000,4.68181818,0.00120152,1,1339.49596852,1339.49596852,0.27803196,11,0.00143665,reproductive,331.17344060,1836528.77232712
1657,1,MS,False,0.00000000,4.64545454,0.00162703,1,1329.09211615,1329.09211615,0.27841956,11,0.00146070,reproductive,331.35803673,1837857.86444327
1658,1,MS,False,0.00000000,4.57575758,0.00150597,1,1309.15139967,1309.15139967,0.27880282,11,0.00148457,reproductive,331.53986331,1839167.01584294
1659,1,MS,False,0.00000000,4.48181818,0.00082664,1,1282.27478152,1282.27478152,0.27917979,11,0.00150808,reproductive,331.71795703,1840449.29062446
1660,1,MS,False,0.00000000,4.37878788,0.00031851,1,1252.79720034,1252.79720034,0.27954954,11,0.00153110,reproductive,331.89195664,1841702.08782480
1661,1,MS,False,0.00000000,4.27878788,0.00014875,1,1224.18660684,1224.18660684,0.27991199,11,0.00155360,reproductive,332.06198256,1842926.27443164
1662,1,MS,False,0.00000000,4.14242424,0.00006004,1,1185.17216097,1185.17216097,0.28029147,11,0.00157558,reproductive,332.22658980,1844111.44659261
1663,1,MS,False,0.00000000,4.02121212,0.00005768,1,1150.49265376,1150.49265376,0.28063302,11,0.00159686,reproductive,332.38638045,1845261.93924638
1664,1,MS,False,0.00000000,3.93333333,0.00009837,1,1125.35001095,1125.35001095,0.28096759,11,0.00161752,reproductive,332.54267906,1846387.28925733
1665,1,MS,False,0.00000000,3.85454545,0.00016765,1,1102.80833145,1102.80833145,0.28129574,11,0.00163773,reproductive,332.69584689,1847490.09758878
1666,1,MS,False,0.00000000,3.76969697,0.00016668,1,1078.53267631,1078.53267631,0.28161680,11,0.00165753,reproductive,332.84564309,1848568.63026509
1667,1,MS,False,0.00000000,3.66666667,0.00017951,1,1049.05509514,1049.05509514,0.28192910,11,0.00167690,reproductive,332.99134519,1849617.68536023
1668,1,MS,False,0.00000000,3.53636364,0.00011411,1,1011.77462462,1011.77462462,0.28223022,11,0.00169574,reproductive,333.13186944,1850629.45998485
1669,1,MS,False,0.00000000,3.47272727,0.00008248,1,993.56788348,993.56788348,0.28251447,11,0.00171391,reproductive,333.26986498,1851623.02786834
1670,1,MS,False,0.00000000,3.44242424,0.00005116,1,984.89800647,984.89800647,0.28280809,11,0.00173175,reproductive,333.40665637,1852607.92587480
1671,1,MS,False,0.00000000,3.49696970,0.00005054,1,1000.50378487,1000.50378487,0.28310681,11,0.00174943,reproductive,333.54561523,1853608.42965967
1672,1,MS,False,0.00000000,3.59090909,0.00004177,1,1027.38040302,1027.38040302,0.28341374,11,0.00176740,reproductive,333.68830695,1854635.81006270
1673,1,MS,False,0.00000000,3.75151515,0.00004099,1,1073.33075028,1073.33075028,0.28373471,11,0.00178585,reproductive,333.83738067,1855709.14081297
1674,1,MS,False,0.00000000,3.93939394,0.00004104,1,1127.08398630,1127.08398630,0.28407183,11,0.00180512,reproductive,333.99392011,1856836.22479927
1675,1,MS,False,0.00000000,4.10606061,0.00007331,1,1174.76830890,1174.76830890,0.28442303,11,0.00182536,reproductive,334.15708238,1858010.99310817
1676,1,MS,False,0.00000000,4.27575758,0.00098770,1,1223.31961917,1223.31961917,0.28478871,11,0.00184646,reproductive,334.32698788,1859234.31272734
1677,1,MS,False,0.00000000,4.43030303,0.00282639,1,1267.53599079,1267.53599079,0.28516786,11,0.00186842,reproductive,334.50303454,1860501.84871812
1678,1,MS,False,0.00000000,4.51515152,0.00677584,1,1291.81164592,1291.81164592,0.28555495,11,0.00189119,reproductive,334.68245283,1861793.66036404
1679,1,MS,False,0.00000000,4.55454546,0.00757411,1,1303.08248596,1303.08248596,0.28594732,11,0.00191438,reproductive,334.86343651,1863096.74285000
1680,1,MS,False,0.00000000,4.53636364,0.01042288,1,1297.88055963,1297.88055963,0.28634060,11,0.00193778,reproductive,335.04369770,1864394.62340963
1681,1,MS,False,0.00000000,4.47878788,0.01145527,1,1281.40779384,1281.40779384,0.28673209,11,0.00196109,reproductive,335.22167100,1865676.03120348
1682,1,MS,False,0.00000000,4.40000000,0.01013540,1,1258.86611405,1258.86611405,0.28712016,11,0.00198410,reproductive,335.39651352,1866934.89731753
1683,1,MS,False,0.00000000,4.27878788,0.00795368,1,1224.18660684,1224.18660684,0.28750057,11,0.00200670,reproductive,335.56653943,1868159.08392437
1684,1,MS,False,0.00000000,4.15757576,0.00532313,1,1189.50709963,1189.50709963,0.28787293,11,0.00202869,reproductive,335.73174875,1869348.59102400
1685,1,MS,False,0.00000000,4.02121212,0.00201719,1,1150.49265376,1150.49265376,0.28823512,11,0.00205005,reproductive,335.89153940,1870499.08367776
1686,1,MS,False,0.00000000,3.91515151,0.00046004,1,1120.14808491,1120.14808491,0.28858929,11,0.00207071,reproductive,336.04711552,1871619.23176267
1687,1,MS,False,0.00000000,3.80303030,0.00033910,1,1088.06954072,1088.06954072,0.28893416,11,0.00209082,reproductive,336.19823629,1872707.30130339
1688,1,MS,False,0.00000000,3.71212121,0.00032084,1,1062.05991024,1062.05991024,0.28927146,11,0.00211036,reproductive,336.34574461,1873769.36121363
1689,1,MS,False,0.00000000,3.63636364,0.00033907,1,1040.38521812,1040.38521812,0.28960240,11,0.00212943,reproductive,336.49024256,1874809.74643175
1690,1,MS,False,0.00000000,3.56060606,0.00029885,1,1018.71052629,1018.71052629,0.28992681,11,0.00214811,reproductive,336.63173013,1875828.45695805
1691,1,MS,False,0.00000000,3.47575758,0.00028300,1,994.43487116,994.43487116,0.29024373,11,0.00216641,reproductive,336.76984609,1876822.89182920
1692,1,MS,False,0.00000000,3.38484849,0.00032855,1,968.42524068,968.42524068,0.29055260,11,0.00218426,reproductive,336.90434959,1877791.31706988
1693,1,MS,False,0.00000000,3.30000000,0.00034049,1,944.14958554,944.14958554,0.29085398,11,0.00220165,reproductive,337.03548148,1878735.46665542
1694,1,MS,False,0.00000000,3.24545454,0.00025860,1,928.54380714,928.54380714,0.29115073,11,0.00221861,reproductive,337.16444590,1879664.01046256
1695,1,MS,False,0.00000000,3.27878788,0.00024482,1,938.08067183,938.08067183,0.29145117,11,0.00223528,reproductive,337.29473488,1880602.09113438
1696,1,MS,False,0.00000000,3.37272727,0.00023120,1,964.95728998,964.95728998,0.29176072,11,0.00225213,reproductive,337.42875673,1881567.04842437
1697,1,MS,False,0.00000000,3.50909091,0.00018952,1,1003.97173556,1003.97173556,0.29208320,11,0.00226945,reproductive,337.56819724,1882571.02015993
1698,1,MS,False,0.00000000,3.68181818,0.00016140,1,1053.39003351,1053.39003351,0.29242193,11,0.00228748,reproductive,337.71450142,1883624.41019344
1699,1,MS,False,0.00000000,3.90606061,0.00012430,1,1117.54712189,1117.54712189,0.29278176,11,0.00230640,reproductive,337.86971629,1884741.95731533
1700,1,MS,False,0.00000000,4.10909091,0.00051759,1,1175.63529657,1175.63529657,0.29316042,11,0.00232647,reproductive,338.03299897,1885917.59261190
1701,1,MS,False,0.00000000,4.30606061,0.00048615,1,1231.98949590,1231.98949590,0.29355764,11,0.00234758,reproductive,338.20410863,1887149.58210780
1702,1,MS,False,0.00000000,4.40000000,0.00088507,1,1258.86611405,1258.86611405,0.29396359,11,0.00236970,reproductive,338.37895114,1888408.44822185
1703,1,MS,False,0.00000000,4.48484848,0.00165754,1,1283.14176919,1283.14176919,0.29437813,11,0.00239230,reproductive,338.55716528,1889691.58999104
